RID,POSTED_BY,BHK_NO,SQUARE_FT,BATH,BALCONY,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,Label,results
A2ZEFDVX4X5TPX,Dealer,2 BHK,1830.065359,2.0,2,"Suraksha Nagar,Bangalore",20.098413,79.10786,98.0,0,0
A2MMTWKCJET6S,Dealer,2 BHK,1575.157516,2.0,2,"Judges Enclave,Ghaziabad",28.66667,77.41667,70.0,1,1
A3RMGIKUWGPZOK,Dealer,3 BHK,1530.0,3.0,1,"Harlur Road,Bangalore",12.904179,77.665897,76.5,0,0
A1E2Y40TTPL8YK,Owner,3 BHK,619.6377502,3.0,2,"Byagadadhenahalli,Bangalore",12.758604,77.700377,26.0,1,1
A56JFSLUCHI4J,Owner,2 BHK,2200.0,2.0,1,"Citylight Area,Surat",21.17,72.83,110.0,0,0
A1DW1FK1H3F2TM,Dealer,2 BHK,1757.188498,2.0,2,"Action Area IID,Kolkata",40.67197199,-86.15292909,77.0,1,1
A3PJZ8TU8FDQ1K,Dealer,3 BHK,1087.885617,2.0,1,"Manpada,Mumbai",19.239813,72.962722,140.0,1,1
A3PJZ8TU8FDQ1K,Owner,2 BHK,1199.862873,2.0,2,"Doddakallasandra,Bangalore",12.880993,77.557654,70.0,0,0
AU3VZDTQH0J4M,Owner,2 BHK,1265.035255,2.0,1,"Bhuvaneshwari Nagar,Bangalore",13.033421,77.603954,61.0,1,1
A3B0HXAUWCLSZO,Dealer,3 BHK,676.0453302,2.0,2,"Ganganagar,Kolkata",22.301625,88.242147,17.3,0,0
A17UR3NRLARXCH,Owner,3 BHK,800.0,2.0,2,"Mohan Nagar,Ghaziabad",28.678014,77.38296,42.0,0,0
A31N6KB160O508,Owner,3 BHK,750.0750075,3.0,2,"Maheshtala,Kolkata",22.486821,88.233267,25.0,1,1
A339FKUBFG0VLX,Dealer,2 BHK,1500.0,2.0,1,"Anna Nagar West,Chennai",13.086769,80.191135,150.0,1,1
A3MLESXA2VGWJC,Dealer,2 BHK,1814.285714,2.0,2,"Khandagiri,Bhubaneswar",20.257482999999997,85.780142,88.9,0,0
A3UCO7B9HP42BG,Dealer,4 BHK,1195.652174,3.0,0,"Ghodbunder Road,Lalitpur",24.690279999999998,78.41889,110.0,1,1
A1DOBB5XZ1KMZ5,Dealer,4 BHK,1395.032324,2.0,1,"Raj Nagar Extension,Ghaziabad",26.900926000000002,75.775927,41.0,0,0
A3I96LKK3S15D0,Owner,3 BHK,850.1594049,3.0,2,"Palghar,Palghar",19.696531,72.767746,24.0,1,1
A2LS9RBSI8SDZF,Dealer,3 BHK,909.4339623,3.0,2,"Keelkattalai,Chennai",12.957707000000001,80.18367099999999,48.2,0,0
A324FVIOYCWNSB,Owner,3 BHK,910.0937672,3.0,2,"Ramna,Varanasi",25.248438,83.014116,33.0,1,1
A1RRHET1QIP1YK,Dealer,3 BHK,1850.0703030000002,3.0,3,"Aga Abbas Ali Road,Bangalore",12.96991,77.59796,250.0,0,0
A12OF4IM7A8YS,Dealer,2 BHK,2069.857697,2.0,1,"Sector-107 Noida,Noida",28.546788,77.37849399999999,160.0,1,1
AUHS7PQNAHNDI,Dealer,3 BHK,820.0082001000001,3.0,0,"Thane West,Mumbai",19.18,72.96333,140.0,0,0
A26ONAQEIUEMV4,Dealer,1 BHK,1241.8075199999998,1.0,1,"Sargasan,Gandhinagar",23.182972,72.611485,36.0,1,1
AOHRHPJP38LLT,Dealer,3 BHK,1014.120668,3.0,3,"Kharadi,Maharashtra",18.5438,73.9438,79.0,0,0
A1AXXMJQ3NDIFK,Dealer,3 BHK,2302.158273,3.0,2,"Sector-70 Mohali,Mohali",30.697795000000003,76.714722,160.0,1,1
A31N6KB160O508,Dealer,3 BHK,900.0782677000001,3.0,2,"Sector 35I Kharghar,Lalitpur",24.690279999999998,78.41889,69.0,1,1
A31N6KB160O508,Builder,3 BHK,898.5074627,2.0,3,"Jalukbari,Guwahati",26.154874,91.670312,30.1,0,0
A1WQ3UGXPT15VI,Dealer,4 BHK,2235.294118,2.0,1,"C-Scheme,Jaipur",26.91667,75.86667,190.0,0,0
A1B05INWIDZ74O,Dealer,2 BHK,1350.0,2.0,1,"Sector-50 Noida,Noida",28.5679,77.3679,81.0,0,0
A1B05INWIDZ74O,Dealer,3 BHK,1100.110011,,2,"Warje,Pune",18.485487,73.80377299999999,70.0,1,1
A3TEMXOLE1APPZ,Dealer,3 BHK,612.1199755,2.0,2,"Mambakkam,Chennai",12.8356,80.1682,30.0,1,1
A2OAYIM13WIXCH,Owner,2 BHK,1100.3521130000001,2.0,2,"Sai Nagar,Amravati",20.892132999999998,77.741664,25.0,1,1
A2BFFXK7TEINBE,Dealer,2 BHK,5194.805195,2.0,1,"Sector-128 Noida,Noida",28.522931,77.357078,400.0,0,0
A3N9DN0V2YXAXA,Dealer,3 BHK,1475.2567689999998,3.0,2,"Sector-137 Noida,Noida",28.506453999999998,77.40956800000001,79.0,1,1
A2C5BWOM7329UD,Dealer,2 BHK,2780.1911379999997,2.0,1,"Sector-79 Noida,Noida",28.558047,77.392752,160.0,0,0
APGAA43E3WPN7,Builder,2 BHK,300.0260892,2.0,2,"Kachimet,Lalitpur",24.690279999999998,78.41889,11.5,1,1
ABR7HU5H1KNE,Owner,2 BHK,1000.0,2.0,2,"Venkojipalem,Visakhapatnam",17.7,83.25,50.0,0,0
AJQD2WWJYOYFQ,Dealer,2 BHK,1532.720245,2.0,2,"Goregaon (East),Mumbai",19.1615,72.8731,230.0,1,1
A16YH487W9ZYO0,Dealer,2 BHK,995.8314034,2.0,2,"Sevasi,Vadodara",22.311323,73.121275,21.5,0,0
A83YQC1XOU4CS,Dealer,2 BHK,1646.706587,2.0,2,"Sector-90 Gurgaon,Gurgaon",28.406794,76.936447,110.0,1,1
A2LGWBIT9WCTVA,Dealer,3 BHK,2350.965575,2.0,1,"Sunny Enclave,Mohali",30.664299,76.817624,56.0,0,0
A3TX8RH943OLBM,Owner,2 BHK,534.061239,2.0,2,"Sector 55 Faridabad,Faridabad",28.34532,77.299035,45.0,1,1
A3L4OZ0U0A5UDH,Dealer,3 BHK,1100.0,3.0,1,"Majiwada,Mumbai",19.218498,72.992114,110.0,0,0
A2OEUROGZDTXUJ,Dealer,5 BHK,1968.888889,3.0,2,"GS Road,Guwahati",26.16667,91.76666999999999,88.6,1,1
A30H2335OM7RD6,Dealer,2 BHK,2196.354052,2.0,2,"Sector-110 Noida,Noida",28.536585,77.383669,100.0,0,0
A2SYKMR242D0X6,Dealer,1 BHK,2400.0,1.0,1,"Laxmi Nagar,Mumbai",22.281215,70.789479,300.0,1,1
A27YPCR3ZXWVFE,Dealer,8 BHK,1650.252861,8.0,2,"Hadapsar,Pune",18.49667,73.94167,62.0,1,1
A39Y59C6FTC0GL,Dealer,1 BHK,632.0572844999999,1.0,1,"Vasai East,Mumbai",19.402549,72.85441800000001,45.9,0,0
A3I5AT1101AS3A,Owner,3 BHK,1034.965035,3.0,3,"Chinhat,Lucknow",26.882832,81.033767,37.0,1,1
A22LENLDTGQIU7,Dealer,2 BHK,965.0439631,2.0,3,"kavesar,Maharashtra",18.96,72.82,90.0,0,0
A2ZCD6KO2YY9IZ,Builder,3 BHK,600.5495224,3.0,1,"Sus,Lalitpur",24.690279999999998,78.41889,45.9,0,0
A2C18CH1YC6BYT,Dealer,2 BHK,984.8484847999999,2.0,1,"Hiranandani Estate,Mumbai",19.255098,72.9815265,130.0,1,1
A2M8JQ3AME7878,Dealer,3 BHK,1700.060716,3.0,1,"Chembur,Mumbai",19.05871,72.89969,420.0,1,1
A3B6TOEXSQVO24,Dealer,3 BHK,546.0145603999999,3.0,2,"Thane West,Mumbai",19.18,72.96333,58.5,0,0
A16S0NQ3MWJXFL,Dealer,3 BHK,1195.499297,3.0,2,"Karamsad,Anand",22.55,72.9,17.0,1,1
A1UM73T71CFPSY,Dealer,2 BHK,1677.4685470000002,1.0,1,"Thakur Village,Mumbai",18.914541,72.818211,220.0,0,0
A38KP1POQ191WT,Dealer,2 BHK,1699.7167140000001,2.0,2,"Crossing Republik,Ghaziabad",28.629811,77.434197,48.0,1,1
A1AVLKAXW55QQA,Dealer,2 BHK,1075.027996,2.0,2,"sector-121 Noida,Noida",28.602325,77.40199399999999,48.0,0,0
A2DQBXU2LEVWWA,Dealer,2 BHK,485.79007199999995,2.0,2,"Balkum,Mumbai",19.222101000000002,72.988231,64.1,1,1
A4NDPXCYKRCY2,Owner,2 BHK,929.8998569,2.0,1,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,52.0,0,0
A3TK2IOP8UQ087,Dealer,4 BHK,1438.021283,2.0,0,"Hiranandani Gardens - Powai,Lalitpur",19.124896,72.89350300000001,600.0,1,1
AYBYYDVV5ABJE,Dealer,2 BHK,5299.9548939999995,2.0,2,"Iblur Village,Bangalore",12.91668,77.59196,470.0,0,0
A3MFU0GVZUVH3K,Dealer,2 BHK,1020.181859,2.0,1,"Thanisandra,Bangalore",13.055985,77.622157,46.0,0,0
A27C44BIRQH3QW,Owner,5 BHK,1070.135002,3.0,2,"Vaishali,Ghaziabad",28.6423,77.3445,65.0,1,1
ACYR6O588USK,Owner,3 BHK,2400.3840609999997,3.0,2,"Tiruchanur,Tirupati",13.603543,79.460402,50.0,1,1
A13SOXNMWXQVNU,Owner,4 BHK,1767.388826,3.0,2,"Kompally,Secunderabad",17.546483,78.480303,77.5,1,1
A1MFG9E45RX5OW,Builder,3 BHK,524.0,3.0,2,"Tathawade,Pune",18.6182,73.7447,26.2,0,0
A2L9028WTVFL1I,Dealer,2 BHK,923.7875288999999,2.0,2,"Sector-63A Gurgaon,Gurgaon",28.359199,76.836683,120.0,0,0
A1BXG0K7UD9CTD,Dealer,2 BHK,1657.275439,2.0,1,"Banashankari Stage VI,Bangalore",12.9223,77.5532,100.0,0,0
AY1EF0GOH80EK,Dealer,2 BHK,680.0,2.0,2,"Mulund (West),Lalitpur",19.1759,72.9522,170.0,1,1
AWLK6NSSV0YNA,Owner,4 BHK,1100.478469,2.0,0,"Gorwa,Vadodara",22.3301,73.1611,23.0,1,1
A15U6JW86FB9OV,Dealer,3 BHK,1701.6949149999998,3.0,2,"Bhatagaon,Raipur",21.152442,81.090184,50.2,1,1
ALCKGM3XF391,Owner,3 BHK,451.0309278,2.0,2,"Shalimar Garden Extension II,Ghaziabad",28.689982,77.339807,14.0,1,1
A1LERBW69A3FDS,Dealer,2 BHK,2727.8562260000003,1.0,1,"Rajarhat,Kolkata",22.54111,88.33778000000001,85.0,1,1
A3CN9CCJUNIPKT,Owner,3 BHK,1000.0,3.0,2,"Cantonment,Vizianagaram",18.116670000000003,83.41667,30.0,0,0
A3P8OWYR65G9UF,Dealer,2 BHK,1790.1897600000002,2.0,1,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,100.0,1,1
A2EMS62FCYODRS,Owner,3 BHK,1100.3521130000001,3.0,2,"Patuli GhoshPara,Kolkata",22.598675,88.438512,25.0,0,0
A18VDAH788BOAC,Dealer,2 BHK,1232.162459,2.0,1,"Sector 80 Faridabad,Faridabad",28.381971000000004,77.347688,44.9,1,1
A2NI99G9BANORP,Dealer,2 BHK,497.988891,2.0,1,"Dharapur,Guwahati",26.137220000000003,91.62778,26.0,0,0
A2A1XYSB692L6J,Owner,3 BHK,1726.017442,2.0,3,"Kadugodi,Bangalore",12.995285,77.766797,95.0,1,1
A3RMGIKUWGPZOK,Dealer,3 BHK,1320.052802,3.0,2,"Kharadi,Pune",18.5438,73.9438,110.0,0,0
A2TN9C5E4A0I3F,Owner,2 BHK,990.0990098999999,2.0,1,"New Shanti Nagar,Raipur",21.250076,81.660749,25.0,1,1
A2LN5DDGT21310,Dealer,4 BHK,675.0441375,2.0,2,"Sector-35G Kharghar,Lalitpur",24.690279999999998,78.41889,65.0,0,0
A3GJQ3W0T0KWEO,Owner,3 BHK,674.0361283,3.0,3,"Punkunnam,Thrissur",10.5339,76.2085,25.0,1,1
A1PGMT8XLL4FPM,Dealer,3 BHK,775.1114886,3.0,3,"Sector-99 Noida,Noida",28.543278000000004,77.358896,36.5,0,0
A4XCTURC8URLE,Dealer,2 BHK,718.1042049,2.0,1,"Powai,Lalitpur",19.12,72.91,180.0,1,1
A21D8LH2CD2EIZ,Dealer,3 BHK,3200.0,2.0,1,"Sector-150 Noida,Noida",28.429614,77.481711,180.0,1,1
A14SOW889A4TAT,Owner,3 BHK,945.1795841,3.0,0,"Giduri,Satna",24.586021,80.78740400000001,30.0,0,0
A6UFSCD6O8JMT,Dealer,3 BHK,1089.028042,3.0,1,"Laxmi Nagar,Maharashtra",20.07911,73.911636,160.0,1,1
A14HZ5EMD2WCG,Dealer,3 BHK,942.1518748999999,2.0,1,"Mysore Road,Bangalore",12.96991,77.59796,50.0,0,0
A3ARC3UIY3Z1KQ,Dealer,3 BHK,1370.0,2.0,2,"Nirman Nagar,Jaipur",19.980678,79.297436,82.2,0,0
A2B5OI74EHGVH1,Owner,2 BHK,1265.111049,2.0,1,"Andalpuram,Madurai",9.90708,78.102316,90.0,1,1
ATZ0P4653KL13,Dealer,3 BHK,1394.31121,2.0,2,"Dhokali,Lalitpur",24.690279999999998,78.41889,100.0,1,1
A2GDBBZMMBX1L,Dealer,2 BHK,800.0,2.0,2,"Chandapura,Bangalore",12.800089999999999,77.71181999999999,27.0,0,0
A35KU4XNOVV194,Dealer,2 BHK,1505.144771,2.0,2,"Zirakpur,Chandigarh",30.662283000000002,76.822397,62.9,1,1
A3D7FUBG14QWKX,Owner,2 BHK,1067.270375,2.0,1,"Shiv Mandir,Siliguri",25.232239,71.392013,33.0,0,0
APA1GLNHF6K9H,Owner,2 BHK,1400.059577,2.0,2,"Kathreguppe,Bangalore",12.913771,77.768321,94.0,1,1
A31MZR41SM9JU5,Dealer,2 BHK,728.9473684,2.0,2,"Pratap Nagar,Jaipur",26.807408000000002,75.83865899999999,27.7,0,0
A1RUS8VOWCIC28,Dealer,2 BHK,1293.103448,2.0,1,"Raj Nagar Extension,Ghaziabad",26.900926000000002,75.775927,37.5,1,1
A10RJEQN64ATXU,Builder,2 BHK,106469.0027,2.0,1,"Vishrantwadi,Lalitpur",24.690279999999998,78.41889,9480.0,0,0
A2OLJKXJBAYBTY,Dealer,2 BHK,2939.624633,2.0,3,"Sector-65 Gurgaon,Gurgaon",28.403138000000002,77.070052,390.0,0,0
A3UFRBCC1CSCSJ,Dealer,3 BHK,1431.068385,3.0,1,"Sector-66A Mohali,Mohali",30.661103999999998,76.746082,65.5,1,1
AR7TAEEUDHMUB,Owner,2 BHK,1350.0635320000001,2.0,2,"BTM 1st Stage,Bangalore",12.96991,77.59796,85.0,0,0
A320QA9HJFUOZO,Owner,4 BHK,750.1630789,2.0,0,"Pal Gam,Surat",21.189685,72.841062,23.0,0,0
A1GBZCL326K4GN,Dealer,3 BHK,1170.074459,3.0,1,"Ghodbunder Road,Lalitpur",24.690279999999998,78.41889,99.0,1,1
ADS5APY1NKTL4,Owner,4 BHK,1121.076233,3.0,2,"Dixit Nagar,Lalitpur",24.690279999999998,78.41889,45.0,1,1
A3ARZW7S96SESC,Dealer,2 BHK,1904.761905,2.0,1,"Sector-44 Chandigarh,Chandigarh",30.714837,76.751896,100.0,0,0
A2JFHMA59G55MJ,Dealer,3 BHK,7054.132801999999,2.0,1,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,460.0,0,0
AJWLSDYCSQNBL,Dealer,3 BHK,950.0285008999999,3.0,0,"Malad (East),Maharashtra",19.1758,72.8643,150.0,0,0
AG7EF0SVBQOUX,Owner,3 BHK,969.9321048,3.0,2,"Mylasandra,Bangalore",12.852041,77.616315,40.0,1,1
A1FAHUMEJO9S1K,Dealer,2 BHK,636.0078278,2.0,3,"Sector 35I Kharghar,Mumbai",19.038204999999998,73.06612,52.0,1,1
A3RMGIKUWGPZOK,Dealer,1 BHK,4578.507945,1.0,1,"Sathya Sai Layout,Bangalore",12.929162,77.629041,340.0,1,1
AWM1SL1PYY3A3,Owner,3 BHK,700.0259269,3.0,2,"Wagholi,Pune",18.5823,73.983,27.0,0,0
AW11YEHZRZ4D1,Dealer,4 BHK,1859.637775,2.0,3,"Majiwada,Lalitpur",19.218498,72.992114,230.0,1,1
A3PJZ8TU8FDQ1K,Owner,3 BHK,1700.1866059999998,3.0,3,"ISBT Tutikandi,Shimla",31.097061,77.15489699999999,82.0,0,0
AX7K82LNPVATT,Dealer,2 BHK,1847.187238,2.0,3,"Sector-86 Gurgaon,Gurgaon",28.397468,76.945489,110.0,1,1
A2VQWV1HMW99AS,Dealer,3 BHK,509.55414010000004,3.0,3,"Panvel,Maharashtra",18.966114,73.148278,40.0,0,0
A1Q7A78VSQ5GQ4,Dealer,2 BHK,1427.424391,2.0,1,"Prince Anwar Shah Rd.,Kolkata",22.56972,88.36972,160.0,1,1
AV51MFS5XJXFP,Owner,3 BHK,715.0518413,3.0,3,"Jaisinghpura,Jaipur",26.532207,75.520538,20.0,0,0
A20K6K9TZGX7RQ,Owner,2 BHK,1393.214227,2.0,2,"Nehru Nagar,Bangalore",19.062322,72.88075400000001,85.0,1,1
A2A8KWCE8RKB9T,Owner,5 BHK,900.3215434,3.0,2,"Sector-127 Mohali,Mohali",30.768683000000003,76.650876,22.4,0,0
A27GRVH9ZJGXLT,Dealer,2 BHK,1000.0,2.0,2,"Thane West,Mumbai",19.18,72.96333,120.0,1,1
A2E74M662DXAAR,Dealer,2 BHK,1699.2353440000002,2.0,2,"Prince Anwar Shah Rd.,Kolkata",22.56972,88.36972,220.0,0,0
A3JJI4J8XAMK5Y,Dealer,2 BHK,1361.256545,2.0,2,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,39.0,1,1
A1CMTRQCJFV8L3,Dealer,2 BHK,8301.130670999999,2.0,1,"Shanthala Nagar,Bangalore",12.9732,77.5999,2900.0,0,0
A2R9GBWL1CDBN1,Owner,2 BHK,930.0595238,2.0,1,"mangamuru road,Ongole",15.492375,79.977829,25.0,1,1
A3PSJEB2O37G8U,Dealer,2 BHK,1656.244719,2.0,1,"Sector-75 Noida,Noida",28.576117,77.382136,98.0,1,1
A2OEUROGZDTXUJ,Owner,2 BHK,625.0,2.0,2,"Opp reliance market, near ram lila maidan,Surat",21.193351999999997,72.851857,15.0,0,0
A2933AO5D7O1T6,Dealer,4 BHK,1437.145715,2.0,3,"Jagatpura,Jaipur",26.832353,75.841749,43.1,1,1
A2NO1TXXS9T0EE,Dealer,3 BHK,670.0554529,3.0,2,"Shewalewadi,Pune",18.486057000000002,73.973718,29.0,0,0
A2II09GQGWOMTQ,Dealer,4 BHK,1345.0234130000001,2.0,1,"Parel,Lalitpur",18.996548999999998,72.842967,540.0,0,0
AQQLWCMRNDFGI,Owner,3 BHK,400.0,3.0,2,"NH-8,Neemrana",12.973237,77.64685899999999,8.0,1,1
A24ZV048V7J0MT,Builder,2 BHK,1339.141659,2.0,2,"Dagapur,Siliguri",26.741803000000004,88.395904,41.5,1,1
A3L5L1NZIKLSJU,Dealer,2 BHK,930.0048947999999,2.0,2,"Mira Road East,Mumbai",19.2836,72.8675,95.0,0,0
A5U1K1NRQEZW9,Dealer,3 BHK,1152.134067,2.0,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,44.0,1,1
A216YA3CYXIOGI,Dealer,3 BHK,957.7864491,3.0,2,"Kalwar Road,Jaipur",26.9883,75.5846,27.0,0,0
A20FQULBVVWA8B,Dealer,2 BHK,1170.0,2.0,1,"Khardah,Kolkata",22.72,88.38,35.1,1,1
A1LFB8KRBI9IE2,Dealer,4 BHK,706.5985433,2.0,2,"Chembur,Lalitpur",19.05871,72.89969,130.0,0,0
A2N10M1J3KJZK4,Dealer,2 BHK,1100.020371,2.0,2,"Jakkur,Bangalore",12.928575,77.58572099999999,54.0,1,1
A3NXBP212KFH5X,Dealer,3 BHK,297.029703,3.0,2,"Taloja,Lalitpur",24.690279999999998,78.41889,27.0,0,0
A3RMGIKUWGPZOK,Dealer,2 BHK,1120.099564,2.0,1,"Sector 80 Faridabad,Faridabad",28.381971000000004,77.347688,36.0,0,0
A3PM9DMVYG9HDK,Owner,2 BHK,1250.0,2.0,2,"Jhotwara,Jaipur",26.955346000000002,75.73479300000001,28.0,0,0
A3PJZ8TU8FDQ1K,Dealer,4 BHK,625.0,3.0,2,"Badlapur,Mumbai",18.96667,72.83333,25.5,0,0
A3PJZ8TU8FDQ1K,Owner,3 BHK,489.99591669999995,3.0,3,"Loni,Ghaziabad",28.75,77.28,12.0,0,0
A2TMSO255FQBBU,Builder,2 BHK,2047.502048,2.0,0,"Zirakpur,Chandigarh",30.662283000000002,76.822397,100.0,1,1
A20ORC60J05BP3,Dealer,2 BHK,2944.8408649999997,2.0,3,"Hoodi,Bangalore",12.989436999999999,77.71780600000001,260.0,1,1
AYSEXV27DPQ3E,Dealer,2 BHK,650.0171057,2.0,2,"Koproli,Raigad",18.753059,73.067228,38.0,0,0
AX668BUQRHI7C,Owner,2 BHK,1670.2272289999999,2.0,2,"Akshayanagara East,Bangalore",12.96991,77.59796,86.0,1,1
A3MPHBL698EET7,Dealer,3 BHK,3571.428571,3.0,1,"Sector-128 Noida,Noida",28.522931,77.357078,260.0,0,0
A1LA5T5SXLGFZQ,Builder,1 BHK,844.7368421,,2,"Danapur,Patna",25.633329999999997,85.05,32.1,1,1
A2YKWYC3WQJX5J,Owner,2 BHK,700.0656312000001,2.0,2,"Shalimar Garden Extension I,Ghaziabad",28.689982,77.339807,32.0,1,1
A1JBB01LAK69LV,Dealer,3 BHK,1400.094922,2.0,0,"Raj Nagar Extension,Ghaziabad",26.900926000000002,75.775927,59.0,1,1
AKMEY1BSHSDG7,Owner,3 BHK,437.63676150000003,3.0,1,"NH-8,Neemrana",12.973237,77.64685899999999,10.0,1,1
A2F7GUZ4UMVHFL,Dealer,3 BHK,1165.1816310000002,3.0,0,"Sector-168 Noida,Noida",28.494868,77.410298,51.0,1,1
A3RO3CGZ9MWA1I,Owner,3 BHK,766.1888285,3.0,2,"Vavol,Gandhinagar",23.22533,72.619511,31.0,0,0
A37D5847LN3WQ,Owner,2 BHK,550.0,2.0,1,"Hotgi,Solapur",17.58333,75.98333000000001,22.0,1,1
A1GV4HEM6XZC06,Dealer,2 BHK,678.070581,2.0,1,"Thanisandra,Bangalore",13.055985,77.622157,44.0,0,0
ABCXJIXC6Q6EB,Dealer,3 BHK,1085.13112,3.0,2,"New Town,Kolkata",22.5922,88.484911,84.0,1,1
A3MTY0ZE9WYJHL,Dealer,2 BHK,1349.741961,2.0,3,"Sector-70 Mohali,Mohali",30.697795000000003,76.714722,68.0,0,0
A3E9OJWHMXMYYF,Dealer,1 BHK,1826.6565890000002,1.0,1,"Althan,Surat",21.151992,72.81002,72.5,1,1
A2PYL0PSX5MQYQ,Owner,3 BHK,1478.7851210000001,3.0,2,"Rayasandra,Bangalore",12.87004,77.673275,130.0,0,0
A2J4K5SCKZH38C,Dealer,3 BHK,1158.940397,3.0,1,"Sarjapur Road,Bangalore",12.86,77.786,70.0,1,1
ADS5APY1NKTL4,Dealer,2 BHK,1081.620767,2.0,2,"Worli,Maharashtra",19.0167,72.8167,520.0,0,0
AKGQ6RM68SQY1,Dealer,4 BHK,1424.020986,3.0,3,"Bharathi Nagar,Bangalore",11.954995,79.83024300000001,76.0,1,1
A3TA1UJWRJF9NC,Dealer,2 BHK,742.4823660000001,2.0,1,"Borivali (East),Lalitpur",19.235,72.8598,180.0,0,0
A3M174IC0VXOS2,Dealer,2 BHK,1099.76247,2.0,2,"Tathawade,Pune",18.6182,73.7447,46.3,1,1
A2FVD05Z2FYW1P,Owner,3 BHK,740.1812689,3.0,0,"Saligrama,Udupi",13.500945999999999,74.69771300000001,24.5,1,1
A3M2VGWFJGRUOH,Dealer,4 BHK,1036.0010359999999,2.0,2,"Hadapsar,Pune",18.49667,73.94167,80.0,0,0
A28HKCWJ7YF2AI,Owner,1 BHK,1649.862511,1.0,1,"Ashok Nagar,Vijayawada",16.481141,80.688775,72.0,1,1
A36QQYEW0AMJEO,Dealer,2 BHK,626.0551491,2.0,1,"Virar West,Lalitpur",19.4559,72.8114,44.5,0,0
A1IVFBJA9KAI1M,Owner,1 BHK,686.0,1.0,0,"masthan gori street old post office,Chennai",13.09,80.27,34.3,0,0
A16Q0OV7CIPQC0,Owner,2 BHK,711.1813512,2.0,3,"Patel Colony,Jamnagar",22.485666000000002,70.058918,18.0,1,1
A2OL5WLCNZVD9K,Owner,2 BHK,1199.926158,2.0,2,"Mysore Road,Bangalore",12.96991,77.59796,65.0,1,1
A1I29JSIGJNWKH,Dealer,2 BHK,1250.0,2.0,2,"Dhakuria,Kolkata",22.509911,88.356659,110.0,0,0
A28870VSBU9LDQ,Dealer,2 BHK,1661.415067,2.0,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,58.0,1,1
A2Y0FKOY6WE0NQ,Dealer,4 BHK,378.01977719999996,3.0,2,"Ranjnoli,Lalitpur",24.690279999999998,78.41889,30.2,0,0
ACJW2YSBG2HA1,Dealer,2 BHK,1165.00092,2.0,2,"Mulund (West),Lalitpur",19.1759,72.9522,190.0,1,1
A1J5HHOPXZ6UNF,Dealer,2 BHK,1099.967648,2.0,1,"Chembur,Mumbai",19.05871,72.89969,170.0,0,0
A2W1A5GK4A03ZT,Dealer,3 BHK,810.1016727000001,3.0,2,"Shakti Udyog Nagar,Palghar",19.708959,72.78443299999999,24.7,1,1
A1RZ4VH27NLDGS,Dealer,2 BHK,1439.884809,2.0,2,"Sainik Colony,Faridabad",28.255907,77.06585799999999,40.0,0,0
ARMHQHFZZII2S,Dealer,3 BHK,1246.873884,2.0,1,"Raj Nagar Extension,Ghaziabad",26.900926000000002,75.775927,34.9,0,0
AXSDHRCTHLA7V,Builder,3 BHK,567.8579258999999,3.0,2,"Pen,Raigad",18.75,73.08,25.9,1,1
A4RC31AVN5LWJ,Dealer,1 BHK,3134.040501,1.0,0,"Sector-121 Mohali,Mohali",30.696627000000003,76.693764,130.0,0,0
AZ2NEHE8TNRUW,Owner,3 BHK,1800.720288,3.0,2,"Borsad Chokdi,Anand",22.414402,72.90369,15.0,0,0
A3TXK9O5IP3CWQ,Owner,3 BHK,722.8449942000001,3.0,0,"Harni,Vadodara",22.337395,73.225215,18.7,1,1
ATGPKFUEPU3UU,Owner,3 BHK,508.0627347,3.0,2,"Kathirvedu,Chennai",13.09,80.27,23.0,1,1
A2ZP7F2XXKGUCR,Dealer,2 BHK,805.0603795,2.0,2,"Sector 20 Kharghar,Lalitpur",19.049214000000003,73.072916,70.0,0,0
A36FYX8CUVHD7A,Owner,2 BHK,1215.277778,1.0,1,"Jhotwara,Jaipur",26.955346000000002,75.73479300000001,21.0,0,0
ADC5ZCN8OLFO1,Dealer,2 BHK,2919.152177,2.0,2,"Hosakerehalli,Bangalore",12.96991,77.59796,230.0,0,0
AY1EF0GOH80EK,Owner,2 BHK,1050.1050109999999,2.0,1,"Basavangudi,Bangalore",12.9437,77.5702,70.0,1,1
A2DLQ100P4PBMM,Dealer,2 BHK,1240.0354300000001,2.0,1,"Sector 35I Kharghar,Lalitpur",24.690279999999998,78.41889,98.0,1,1
AR1T36GLLAFFX,Dealer,3 BHK,3939.393939,3.0,2,"Tonk Road,Jaipur",26.16667,75.78333,130.0,1,1
A6GMEO3VRY51S,Dealer,3 BHK,1300.025491,2.0,0,"Mahammadpur Kazi,Muzaffarpur",26.088504999999998,85.365175,51.0,1,1
A2ZE5ICI6LWAZ0,Owner,3 BHK,1330.180313,3.0,2,"Near Rtc Bus Depo,Ongole",15.5,80.05,45.0,1,1
A2LYOW4YW8R2HO,Dealer,2 BHK,1070.070614,2.0,1,"Sector-35G Kharghar,Maharashtra",18.96,72.82,98.5,0,0
